entity_id,entity_name,segment,owner
AUT001,Authorization case 1,Core,Operations
AUT002,Authorization case 2,Watch,Product
AUT003,Authorization case 3,Core,Revenue
AUT004,Authorization case 4,Growth,Analytics
AUT005,Authorization case 5,Core,Product
AUT006,Authorization case 6,Strategic,Revenue
AUT007,Authorization case 7,Growth,Product
AUT008,Authorization case 8,Growth,Revenue
AUT009,Authorization case 9,Strategic,Analytics
AUT010,Authorization case 10,Core,Customer
AUT011,Authorization case 11,Strategic,Customer
AUT012,Authorization case 12,Strategic,Analytics
AUT013,Authorization case 13,Strategic,Operations
AUT014,Authorization case 14,Strategic,Operations
AUT015,Authorization case 15,Watch,Customer
AUT016,Authorization case 16,Growth,Product
AUT017,Authorization case 17,Core,Operations
AUT018,Authorization case 18,Growth,Customer
AUT019,Authorization case 19,Growth,Product
AUT020,Authorization case 20,Strategic,Revenue
AUT021,Authorization case 21,Growth,Revenue
AUT022,Authorization case 22,Watch,Customer
AUT023,Authorization case 23,Strategic,Operations
AUT024,Authorization case 24,Core,Product
AUT025,Authorization case 25,Core,Customer
AUT026,Authorization case 26,Growth,Revenue
AUT027,Authorization case 27,Growth,Product
AUT028,Authorization case 28,Growth,Analytics
AUT029,Authorization case 29,Watch,Revenue
AUT030,Authorization case 30,Watch,Product
AUT031,Authorization case 31,Core,Revenue
AUT032,Authorization case 32,Watch,Revenue
AUT033,Authorization case 33,Watch,Product
AUT034,Authorization case 34,Watch,Product
AUT035,Authorization case 35,Watch,Revenue
AUT036,Authorization case 36,Growth,Analytics
