event_id,event_date,entity_id,event_type,severity,estimated_impact
EV0001,2026-01-01,AUT026,stakeholder_request,Medium,12600
EV0002,2026-01-02,AUT032,launch,High,29332
EV0003,2026-01-03,AUT006,launch,Medium,8583
EV0004,2026-01-04,AUT007,handoff,Medium,14110
EV0005,2026-01-05,AUT031,launch,Medium,40132
EV0006,2026-01-06,AUT010,stakeholder_request,High,2706
EV0007,2026-01-07,AUT034,exception,Low,7969
EV0008,2026-01-08,AUT016,qa_check,Medium,16105
EV0009,2026-01-09,AUT027,exception,Medium,41296
EV0010,2026-01-10,AUT028,launch,High,32244
EV0011,2026-01-11,AUT012,qa_check,High,32794
EV0012,2026-01-12,AUT027,launch,Low,50488
EV0013,2026-01-13,AUT029,stakeholder_request,High,827
EV0014,2026-01-14,AUT024,handoff,Medium,4825
EV0015,2026-01-15,AUT011,handoff,High,42875
EV0016,2026-01-16,AUT033,experiment,Medium,40777
EV0017,2026-01-17,AUT036,handoff,Low,34677
EV0018,2026-01-18,AUT033,handoff,Low,23034
EV0019,2026-01-19,AUT028,qa_check,High,2102
EV0020,2026-01-20,AUT007,exception,High,24805
EV0021,2026-01-21,AUT024,experiment,Medium,32731
EV0022,2026-01-22,AUT031,handoff,High,47883
EV0023,2026-01-23,AUT014,exception,Medium,36160
EV0024,2026-01-24,AUT008,stakeholder_request,Low,3440
EV0025,2026-01-25,AUT011,experiment,High,22524
EV0026,2026-01-26,AUT003,launch,Medium,5028
EV0027,2026-01-27,AUT016,launch,Medium,23740
EV0028,2026-01-28,AUT029,handoff,Medium,46805
EV0029,2026-01-29,AUT013,exception,Medium,17964
EV0030,2026-01-30,AUT009,exception,Medium,45485
EV0031,2026-01-31,AUT020,experiment,High,11769
EV0032,2026-02-01,AUT022,stakeholder_request,Low,39994
EV0033,2026-02-02,AUT004,stakeholder_request,High,22546
EV0034,2026-02-03,AUT032,stakeholder_request,Low,33855
EV0035,2026-02-04,AUT022,qa_check,Medium,12618
EV0036,2026-02-05,AUT009,launch,Medium,46790
EV0037,2026-02-06,AUT016,handoff,Low,32575
EV0038,2026-02-07,AUT008,exception,Medium,15037
EV0039,2026-02-08,AUT015,qa_check,Low,7328
EV0040,2026-02-09,AUT028,handoff,Medium,3890
EV0041,2026-02-10,AUT023,experiment,Medium,40382
EV0042,2026-02-11,AUT035,stakeholder_request,Low,11451
EV0043,2026-02-12,AUT025,exception,Medium,51826
EV0044,2026-02-13,AUT026,handoff,Low,33114
EV0045,2026-02-14,AUT008,stakeholder_request,Low,37543
EV0046,2026-02-15,AUT005,experiment,Medium,26253
EV0047,2026-02-16,AUT027,experiment,Medium,22642
EV0048,2026-02-17,AUT029,launch,Medium,32635
EV0049,2026-02-18,AUT027,launch,Low,18101
EV0050,2026-02-19,AUT031,exception,Medium,46556
EV0051,2026-02-20,AUT012,qa_check,Medium,32133
EV0052,2026-02-21,AUT029,experiment,Medium,40687
EV0053,2026-02-22,AUT025,experiment,High,33278
EV0054,2026-02-23,AUT009,exception,Low,46648
EV0055,2026-02-24,AUT019,exception,Medium,19696
EV0056,2026-02-25,AUT012,launch,Low,32792
EV0057,2026-02-26,AUT004,stakeholder_request,Low,40200
EV0058,2026-02-27,AUT004,exception,Low,42713
EV0059,2026-02-28,AUT014,launch,High,12490
EV0060,2026-03-01,AUT022,exception,Low,27973
EV0061,2026-03-02,AUT021,launch,Medium,8116
EV0062,2026-03-03,AUT030,exception,Medium,44546
EV0063,2026-03-04,AUT034,exception,Medium,25654
EV0064,2026-03-05,AUT014,exception,Low,40478
EV0065,2026-03-06,AUT035,experiment,High,24610
EV0066,2026-03-07,AUT006,handoff,High,7273
EV0067,2026-03-08,AUT031,qa_check,Medium,14026
EV0068,2026-03-09,AUT023,stakeholder_request,Low,31492
EV0069,2026-03-10,AUT010,experiment,Low,41326
EV0070,2026-03-11,AUT003,experiment,High,40571
EV0071,2026-03-12,AUT014,launch,Medium,29861
EV0072,2026-03-13,AUT017,qa_check,Medium,15363
EV0073,2026-03-14,AUT014,stakeholder_request,High,31686
EV0074,2026-03-15,AUT017,launch,Low,51388
EV0075,2026-03-16,AUT001,stakeholder_request,Medium,20050
EV0076,2026-03-17,AUT031,experiment,High,11316
EV0077,2026-03-18,AUT032,launch,Low,45606
EV0078,2026-03-19,AUT004,stakeholder_request,Low,4656
EV0079,2026-03-20,AUT017,handoff,High,35340
EV0080,2026-03-21,AUT019,qa_check,Low,46673
EV0081,2026-03-22,AUT036,stakeholder_request,Medium,6717
EV0082,2026-03-23,AUT014,exception,Medium,29517
EV0083,2026-03-24,AUT012,handoff,High,27551
EV0084,2026-03-25,AUT026,experiment,High,5574
EV0085,2026-03-26,AUT009,stakeholder_request,Low,24584
EV0086,2026-03-27,AUT003,stakeholder_request,High,10536
EV0087,2026-03-28,AUT035,qa_check,Medium,7295
EV0088,2026-03-29,AUT036,experiment,Low,44190
EV0089,2026-03-30,AUT011,experiment,Low,37421
EV0090,2026-03-31,AUT009,experiment,High,2923
EV0091,2026-04-01,AUT015,experiment,High,47196
EV0092,2026-04-02,AUT003,handoff,Low,27449
EV0093,2026-04-03,AUT030,handoff,Low,21315
EV0094,2026-04-04,AUT036,experiment,High,29751
EV0095,2026-04-05,AUT034,qa_check,Low,27609
EV0096,2026-04-06,AUT024,experiment,Medium,47249
EV0097,2026-04-07,AUT012,exception,High,44943
EV0098,2026-04-08,AUT012,experiment,Medium,33675
EV0099,2026-04-09,AUT005,handoff,Medium,51835
EV0100,2026-04-10,AUT010,experiment,Medium,13679
EV0101,2026-04-11,AUT032,experiment,High,15288
EV0102,2026-04-12,AUT033,qa_check,Medium,34648
EV0103,2026-04-13,AUT020,stakeholder_request,Low,37345
EV0104,2026-04-14,AUT033,exception,High,18739
EV0105,2026-04-15,AUT035,launch,Low,41361
EV0106,2026-04-16,AUT032,stakeholder_request,Low,30144
EV0107,2026-04-17,AUT020,qa_check,Low,27994
EV0108,2026-04-18,AUT003,qa_check,Medium,30557
EV0109,2026-04-19,AUT012,handoff,Low,25418
EV0110,2026-04-20,AUT027,exception,Medium,49874
EV0111,2026-04-21,AUT007,stakeholder_request,High,42745
EV0112,2026-04-22,AUT017,exception,High,51106
EV0113,2026-04-23,AUT026,exception,High,26680
EV0114,2026-04-24,AUT003,exception,Low,4507
EV0115,2026-04-25,AUT034,qa_check,Low,27382
EV0116,2026-04-26,AUT027,stakeholder_request,High,16429
EV0117,2026-04-27,AUT029,experiment,Low,7051
EV0118,2026-04-28,AUT016,qa_check,Low,49386
EV0119,2026-04-29,AUT019,stakeholder_request,High,12233
EV0120,2026-04-30,AUT019,stakeholder_request,Low,5849
EV0121,2026-05-01,AUT030,launch,Medium,40337
EV0122,2026-05-02,AUT004,launch,Low,21248
EV0123,2026-05-03,AUT027,experiment,Medium,12385
EV0124,2026-05-04,AUT036,experiment,Low,39197
EV0125,2026-05-05,AUT021,qa_check,Medium,6464
EV0126,2026-05-06,AUT031,stakeholder_request,Medium,7942
EV0127,2026-05-07,AUT012,exception,High,30909
EV0128,2026-05-08,AUT030,qa_check,Medium,28522
EV0129,2026-05-09,AUT006,experiment,Low,6698
EV0130,2026-05-10,AUT036,launch,High,42651
EV0131,2026-05-11,AUT024,qa_check,Medium,10571
EV0132,2026-05-12,AUT034,launch,Medium,38818
EV0133,2026-05-13,AUT027,exception,High,6362
EV0134,2026-05-14,AUT030,stakeholder_request,Low,4106
EV0135,2026-05-15,AUT023,handoff,High,43056
EV0136,2026-05-16,AUT015,launch,Low,33734
EV0137,2026-05-17,AUT015,qa_check,High,44058
EV0138,2026-05-18,AUT030,exception,Medium,31809
EV0139,2026-05-19,AUT019,launch,Low,11685
EV0140,2026-05-20,AUT007,launch,Medium,33302
EV0141,2026-01-01,AUT001,handoff,Medium,28880
EV0142,2026-01-02,AUT005,exception,Low,14247
EV0143,2026-01-03,AUT024,stakeholder_request,Medium,6635
EV0144,2026-01-04,AUT033,handoff,Medium,14149
EV0145,2026-01-05,AUT033,stakeholder_request,High,1141
EV0146,2026-01-06,AUT021,experiment,Low,4117
EV0147,2026-01-07,AUT015,stakeholder_request,Low,19155
EV0148,2026-01-08,AUT029,experiment,Low,15717
EV0149,2026-01-09,AUT030,launch,Low,32583
EV0150,2026-01-10,AUT017,stakeholder_request,High,15538
EV0151,2026-01-11,AUT031,handoff,Low,47787
EV0152,2026-01-12,AUT012,experiment,High,40484
EV0153,2026-01-13,AUT024,qa_check,High,23603
EV0154,2026-01-14,AUT009,qa_check,Medium,27276
EV0155,2026-01-15,AUT023,qa_check,Medium,50085
EV0156,2026-01-16,AUT009,handoff,High,5682
EV0157,2026-01-17,AUT011,stakeholder_request,Low,15466
EV0158,2026-01-18,AUT019,experiment,Low,37457
EV0159,2026-01-19,AUT030,stakeholder_request,Medium,48833
EV0160,2026-01-20,AUT006,experiment,High,4013
EV0161,2026-01-21,AUT016,handoff,Medium,39028
EV0162,2026-01-22,AUT026,qa_check,Medium,15291
EV0163,2026-01-23,AUT024,qa_check,Medium,32262
EV0164,2026-01-24,AUT019,exception,Low,49372
EV0165,2026-01-25,AUT012,stakeholder_request,High,14952
EV0166,2026-01-26,AUT035,launch,Low,7287
EV0167,2026-01-27,AUT014,handoff,Medium,8773
EV0168,2026-01-28,AUT013,handoff,Medium,28563
EV0169,2026-01-29,AUT024,stakeholder_request,Medium,14430
EV0170,2026-01-30,AUT031,qa_check,Medium,37473
EV0171,2026-01-31,AUT005,handoff,Medium,10151
EV0172,2026-02-01,AUT002,exception,High,13518
EV0173,2026-02-02,AUT015,stakeholder_request,High,4896
EV0174,2026-02-03,AUT013,exception,High,7615
EV0175,2026-02-04,AUT022,stakeholder_request,Low,43287
EV0176,2026-02-05,AUT010,experiment,Medium,7016
EV0177,2026-02-06,AUT018,stakeholder_request,Medium,7753
EV0178,2026-02-07,AUT017,handoff,Medium,9436
EV0179,2026-02-08,AUT036,handoff,Medium,41896
EV0180,2026-02-09,AUT024,handoff,High,48903
EV0181,2026-02-10,AUT029,qa_check,High,50082
EV0182,2026-02-11,AUT008,qa_check,Low,18833
EV0183,2026-02-12,AUT026,qa_check,Low,24236
EV0184,2026-02-13,AUT027,qa_check,Low,13310
EV0185,2026-02-14,AUT029,launch,Medium,13370
EV0186,2026-02-15,AUT012,handoff,Low,2098
EV0187,2026-02-16,AUT011,qa_check,High,44823
EV0188,2026-02-17,AUT025,exception,Medium,23868
EV0189,2026-02-18,AUT017,exception,Low,48722
EV0190,2026-02-19,AUT003,experiment,Medium,22137
EV0191,2026-02-20,AUT006,handoff,Medium,43158
EV0192,2026-02-21,AUT004,qa_check,High,44935
EV0193,2026-02-22,AUT004,qa_check,Medium,13584
EV0194,2026-02-23,AUT006,launch,Low,35686
EV0195,2026-02-24,AUT013,exception,Medium,1436
EV0196,2026-02-25,AUT032,experiment,Medium,39307
EV0197,2026-02-26,AUT003,exception,Low,41460
EV0198,2026-02-27,AUT014,experiment,High,51030
EV0199,2026-02-28,AUT020,handoff,Medium,50772
EV0200,2026-03-01,AUT003,stakeholder_request,Medium,22939
EV0201,2026-03-02,AUT025,exception,Medium,30129
EV0202,2026-03-03,AUT022,stakeholder_request,Medium,28226
EV0203,2026-03-04,AUT024,experiment,Medium,10918
EV0204,2026-03-05,AUT019,exception,High,16667
EV0205,2026-03-06,AUT035,experiment,Medium,5368
EV0206,2026-03-07,AUT019,qa_check,Low,36817
EV0207,2026-03-08,AUT027,exception,Medium,11479
EV0208,2026-03-09,AUT031,qa_check,Low,49422
